5.451631	1.107795	3.253699	7.525923	1.461095	50.952058	7.248239	35.386990	65.600879	8.602452	2.823794	0.432039	1.650189	3.989813	0.601362
5.191642	0.969215	2.004764	7.525923	0.877000	50.180258	6.428233	35.386990	65.600879	7.472881	2.548992	0.486694	1.489223	3.265234	0.484767
4.733691	0.849399	2.004764	6.150373	1.055244	49.163718	7.283026	34.533882	63.101145	9.853896	2.664043	0.661834	1.489223	4.257832	0.756125
5.007988	1.083125	2.721099	7.353208	1.434613	51.790076	8.428844	34.533882	63.801834	14.452050	2.981115	0.636764	1.749169	4.257832	0.992972
5.305362	1.185147	3.135560	7.525603	1.614323	52.362520	6.766971	39.890425	63.801834	11.226555	3.197011	0.555621	2.020441	4.262861	0.902837
4.983142	1.106900	2.951656	7.525603	1.426349	48.718288	7.624187	29.158271	66.658333	8.347471	3.447251	0.464416	2.028899	4.262861	0.504144
4.670197	1.018732	2.951656	6.910463	1.541808	49.970688	8.459334	29.158271	66.658333	10.525781	3.219846	0.516649	1.977105	4.187503	0.682314
4.888605	1.101048	2.793474	7.167145	1.825616	54.037930	7.941294	39.806860	76.217145	11.673146	2.898394	0.503937	1.977105	4.228433	0.530427
5.366682	1.062632	2.793474	7.397081	1.301700	52.181433	10.620001	29.470939	76.217145	17.153853	2.867455	0.654897	1.621551	4.228433	0.716354
5.246311	0.902352	3.877791	7.397081	1.326089	47.329242	9.118202	29.470939	62.649988	10.579440	2.799303	0.614639	1.621551	4.168310	0.659005
4.636031	0.922685	3.079113	6.844545	1.302395	48.663948	7.338082	31.232057	67.895825	9.226070	2.819554	0.555217	1.913507	4.240472	0.768260
4.642627	1.106133	2.679282	6.844545	1.641288	50.923580	7.784306	31.474061	67.895825	10.647797	2.988226	0.535964	2.041908	4.240472	0.860815
5.249604	1.163317	2.679282	7.169509	1.645809	51.241520	7.693650	31.474061	63.604352	10.914814	3.083349	0.511475	2.016220	4.013505	0.787580
5.372586	0.961284	2.943181	7.169509	1.207488	50.695844	8.357575	28.086678	64.966616	13.401429	3.072405	0.527309	2.016220	4.013505	0.750757
4.833245	0.890756	2.934801	6.366198	1.327474	47.829865	8.048011	28.086678	64.966616	9.838938	3.091651	0.487519	2.033414	3.893278	0.726124
4.767634	1.057160	2.934801	7.051989	1.428657	49.806545	8.340331	31.607453	67.290069	10.974092	3.159387	0.398242	2.033414	3.893278	0.511917
5.134995	0.931007	3.196106	7.051989	1.080281	51.522019	7.776377	31.607453	67.290069	11.407562	2.982210	0.496269	1.702930	4.075218	0.642743
